gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,InactiveDays,SubscriptionType,Churn,charge_per_tenure,service_count,is_high_value,contract_risk_score,payment_risk_score,engagement_score,tenure_band,charge_band,total_charge_ratio,has_streaming,has_security,churn_probability,churn_label,risk_score,risk_category,cluster_id,segment,top_action
0,1,1,1,20,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Credit card (automatic),34.24,721.08,26,Basic,0,1.6304761904761906,1,0,2,0,0.0,1,0,1.0529789719626168,0,0,0.4796,No Churn,45,Medium,1,Risky,Offer a free month when the customer upgrades to an annual contract. Highlight the 10 % effective discount vs month-to-month pricing.
0,0,0,0,10,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,1,Electronic check,98.24,1012.11,55,Premium,0,8.93090909090909,4,1,2,3,12.5,1,3,1.0302422638436481,1,0,0.8389,Churn,97,High,2,Inactive,Offer a free month when the customer upgrades to an annual contract. Highlight the 10 % effective discount vs month-to-month pricing.
1,0,1,1,15,1,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,1,Bank transfer (automatic),79.46,1235.45,66,Standard,1,4.96625,2,1,2,0,0.0,1,2,1.0365383001929693,0,1,0.7361,Churn,91,High,2,Inactive,Offer a free month when the customer upgrades to an annual contract. Highlight the 10 % effective discount vs month-to-month pricing.
0,0,0,1,33,1,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,1,Credit card (automatic),99.0,3261.46,89,Premium,1,2.911764705882353,4,1,2,0,0.0,2,3,0.9983042546678911,1,1,0.7901,Churn,95,High,2,Inactive,Offer a free month when the customer upgrades to an annual contract. Highlight the 10 % effective discount vs month-to-month pricing.
1,1,1,0,14,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Credit card (automatic),30.27,471.41,14,Basic,1,2.018,1,0,2,0,3.0,1,0,1.112393222898674,0,0,0.5171,Churn,54,Medium,1,Risky,Offer a free month when the customer upgrades to an annual contract. Highlight the 10 % effective discount vs month-to-month pricing.
1,0,0,0,35,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,21.93,778.33,14,Basic,0,0.6091666666666666,0,0,2,2,0.0,2,0,1.0140446876424989,0,0,0.5205,Churn,55,Medium,1,Risky,Offer a free month when the customer upgrades to an annual contract. Highlight the 10 % effective discount vs month-to-month pricing.
1,0,1,0,51,1,No,DSL,Yes,No,No,No,No,No,One year,1,Electronic check,52.28,1573.92,16,Standard,0,1.0053846153846153,1,0,1,3,2.0,3,1,0.5903055943111751,0,1,0.3085,No Churn,13,Low,3,Premium,Offer a 'Entertainment Bundle' trial: 2 months of Streaming TV + Movies at 50 % off. Personalise with genre preferences from browsing history.
0,0,0,0,16,1,Yes,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,0,Credit card (automatic),70.29,1137.47,18,Standard,0,4.134705882352941,4,1,2,0,31.0,1,2,1.0114080950348556,1,0,0.4303,No Churn,33,Medium,0,Loyal,Apply a 15 % loyalty discount for the next 3 billing cycles. Bundle with complimentary device protection to increase perceived value.
1,0,0,0,1,1,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,0,Bank transfer (automatic),91.01,128.96,42,Premium,1,45.505,3,1,2,0,9.0,0,3,1.4169871442698605,1,1,0.6114,Churn,75,Medium,2,Inactive,Assign a dedicated Customer Success Manager for the first 90 days. Schedule a weekly check-in call and send a personalised onboarding kit.
0,0,0,0,24,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Credit card (automatic),34.34,825.21,0,Basic,0,1.3736000000000002,1,0,1,0,10.0,1,0,1.0012740244612697,0,0,0.1099,No Churn,2,Low,3,Premium,No action required.
0,0,0,0,11,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Mailed check,43.41,497.48,18,Basic,0,3.6174999999999997,0,0,2,2,0.0,1,1,1.0418211136939541,0,0,0.5514,Churn,63,Medium,1,Risky,Offer a free month when the customer upgrades to an annual contract. Highlight the 10 % effective discount vs month-to-month pricing.
0,0,1,0,7,1,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,0,Credit card (automatic),77.39,564.26,57,Standard,1,9.67375,1,1,2,0,0.0,1,2,1.041588983441936,0,0,0.6524,Churn,82,High,2,Inactive,Offer a free month when the customer upgrades to an annual contract. Highlight the 10 % effective discount vs month-to-month pricing.
1,1,1,0,32,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Credit card (automatic),46.68,1492.32,3,Basic,1,1.4145454545454546,0,0,2,0,0.0,2,1,0.9990359897172236,0,0,0.519,Churn,55,Medium,3,Premium,Offer a free month when the customer upgrades to an annual contract. Highlight the 10 % effective discount vs month-to-month pricing.
1,0,0,1,24,1,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,1,Bank transfer (automatic),94.95,2314.81,41,Premium,1,3.798,4,1,2,0,19.5,1,3,1.015802176584167,1,1,0.7047,Churn,89,High,2,Inactive,Offer a free month when the customer upgrades to an annual contract. Highlight the 10 % effective discount vs month-to-month pricing.
1,1,0,0,7,1,No,DSL,No,No,No,No,Yes,No,Month-to-month,1,Credit card (automatic),51.21,367.65,38,Standard,0,6.40125,1,0,2,0,0.0,1,1,1.0256088375596282,1,0,0.5783,Churn,69,Medium,1,Risky,Offer a free month when the customer upgrades to an annual contract. Highlight the 10 % effective discount vs month-to-month pricing.
1,0,0,0,25,0,No phone service,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Mailed check,84.14,2150.94,78,Premium,1,3.2361538461538464,2,1,2,2,0.0,2,2,1.0225528880437367,1,0,0.7819,Churn,94,High,2,Inactive,Offer a free month when the customer upgrades to an annual contract. Highlight the 10 % effective discount vs month-to-month pricing.
0,0,0,0,3,1,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,1,Electronic check,52.05,154.6,30,Standard,0,13.0125,2,0,2,3,5.0,0,1,0.990073647134166,0,1,0.7586,Churn,93,High,2,Inactive,Assign a dedicated Customer Success Manager for the first 90 days. Schedule a weekly check-in call and send a personalised onboarding kit.
0,0,0,0,28,1,Yes,Fiber optic,No,No,No,No,No,No,Two year,1,Bank transfer (automatic),80.09,2267.86,20,Premium,0,2.7617241379310347,1,1,0,0,0.0,2,2,1.011299787738794,0,0,0.2975,No Churn,12,Low,3,Premium,No action required.
1,0,0,0,57,1,No,Fiber optic,No,No,Yes,No,No,Yes,Two year,0,Bank transfer (automatic),83.5,4750.02,14,Premium,0,1.4396551724137931,2,1,0,0,13.0,3,2,0.9980081941380398,1,0,0.2267,No Churn,6,Low,3,Premium,No action required.
0,0,0,0,5,1,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,0,Mailed check,59.14,326.57,18,Standard,0,9.856666666666667,2,0,2,2,11.0,0,1,1.104396347649645,1,0,0.4545,No Churn,39,Medium,2,Inactive,Assign a dedicated Customer Success Manager for the first 90 days. Schedule a weekly check-in call and send a personalised onboarding kit.
0,0,0,0,40,1,Yes,Fiber optic,No,No,Yes,Yes,No,No,Two year,1,Electronic check,94.96,3790.73,28,Premium,1,2.3160975609756096,3,1,0,3,16.0,2,3,0.9979807287278856,0,1,0.4791,No Churn,45,Medium,0,Loyal,Apply a 15 % loyalty discount for the next 3 billing cycles. Bundle with complimentary device protection to increase perceived value.
1,0,1,0,4,1,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,1,Bank transfer (automatic),56.22,271.23,39,Standard,1,11.244,2,0,2,0,0.5,0,1,1.20610992529349,1,1,0.5767,Churn,68,Medium,2,Inactive,Assign a dedicated Customer Success Manager for the first 90 days. Schedule a weekly check-in call and send a personalised onboarding kit.
1,0,0,1,3,1,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,0,Electronic check,81.04,240.15,23,Premium,1,20.26,1,1,2,3,0.0,0,2,0.9877838104639685,1,0,0.7819,Churn,94,High,2,Inactive,Assign a dedicated Customer Success Manager for the first 90 days. Schedule a weekly check-in call and send a personalised onboarding kit.
0,0,0,0,18,1,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,1,Bank transfer (automatic),62.61,1152.98,26,Standard,0,3.2952631578947367,2,0,2,0,7.0,1,1,1.023070507018758,1,0,0.5709,Churn,67,Medium,2,Inactive,Offer a free month when the customer upgrades to an annual contract. Highlight the 10 % effective discount vs month-to-month pricing.
1,1,1,0,27,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Credit card (automatic),33.57,908.96,32,Basic,0,1.1989285714285713,1,0,2,0,0.0,2,0,1.0028354240448372,0,0,0.5516,Churn,63,Medium,1,Risky,Offer a free month when the customer upgrades to an annual contract. Highlight the 10 % effective discount vs month-to-month pricing.
0,0,0,1,20,1,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,0,Electronic check,84.72,1718.12,45,Premium,1,4.034285714285714,3,1,2,3,7.5,1,2,1.0139990557129366,0,1,0.8068,Churn,96,High,2,Inactive,Offer a free month when the customer upgrades to an annual contract. Highlight the 10 % effective discount vs month-to-month pricing.
0,0,0,0,68,1,No,DSL,Yes,Yes,No,No,No,Yes,Two year,1,Credit card (automatic),63.4,4305.92,13,Standard,0,0.9188405797101449,3,0,0,0,23.5,3,1,0.9987752829838561,1,1,0.159,No Churn,3,Low,0,Loyal,No action required.
0,0,1,0,4,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Electronic check,31.16,161.12,14,Basic,1,6.232,1,0,2,3,3.0,0,0,1.2926829268292683,0,0,0.7176,Churn,90,High,1,Risky,Assign a dedicated Customer Success Manager for the first 90 days. Schedule a weekly check-in call and send a personalised onboarding kit.
1,0,0,0,5,1,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,1,Mailed check,68.33,372.22,62,Standard,0,11.388333333333334,3,0,2,2,0.0,0,2,1.0894775354895363,0,0,0.5804,Churn,69,Medium,2,Inactive,Assign a dedicated Customer Success Manager for the first 90 days. Schedule a weekly check-in call and send a personalised onboarding kit.
0,0,1,0,35,1,No,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,1,Credit card (automatic),69.53,2456.96,59,Standard,0,1.9313888888888888,4,0,2,0,10.5,2,2,1.0096196913973412,1,1,0.6118,Churn,75,Medium,2,Inactive,Offer a free month when the customer upgrades to an annual contract. Highlight the 10 % effective discount vs month-to-month pricing.
0,0,1,1,29,1,Yes,DSL,No,No,No,No,No,Yes,Two year,1,Electronic check,62.98,1856.0,5,Standard,0,2.099333333333333,2,0,0,3,17.5,2,1,1.0161956176563989,1,0,0.2949,No Churn,11,Low,0,Loyal,No action required.
1,0,0,1,3,1,No,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,0,Electronic check,63.56,200.77,43,Standard,1,15.89,3,0,2,3,8.5,0,1,1.052915880008391,1,1,0.6569,Churn,83,High,2,Inactive,Assign a dedicated Customer Success Manager for the first 90 days. Schedule a weekly check-in call and send a personalised onboarding kit.
1,0,0,0,43,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Credit card (automatic),21.87,980.85,13,Basic,0,0.49704545454545457,0,0,0,0,0.0,2,0,1.0430025201773694,0,0,0.1562,No Churn,3,Low,3,Premium,No action required.
1,0,0,1,29,1,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,1,Electronic check,90.59,2643.45,81,Premium,1,3.0196666666666667,3,1,2,3,0.0,2,3,1.0062197624005085,1,0,0.8743,Churn,98,High,2,Inactive,Offer a free month when the customer upgrades to an annual contract. Highlight the 10 % effective discount vs month-to-month pricing.
1,0,1,0,33,1,No,DSL,No,Yes,No,No,Yes,No,One year,0,Mailed check,58.68,1981.38,27,Standard,0,1.7258823529411764,2,0,1,2,6.5,2,1,1.0232075354774741,1,0,0.1156,No Churn,2,Low,3,Premium,No action required.
1,1,0,0,6,1,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,1,Mailed check,82.61,531.58,79,Premium,1,11.801428571428572,2,1,2,2,0.0,0,2,1.0724690311907357,0,1,0.7576,Churn,93,High,2,Inactive,Assign a dedicated Customer Success Manager for the first 90 days. Schedule a weekly check-in call and send a personalised onboarding kit.
1,0,1,0,6,1,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,0,Electronic check,77.39,482.11,64,Standard,1,11.055714285714286,2,1,2,3,0.0,0,2,1.0382693715811688,0,1,0.7923,Churn,95,High,2,Inactive,Assign a dedicated Customer Success Manager for the first 90 days. Schedule a weekly check-in call and send a personalised onboarding kit.
1,0,0,0,25,0,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Electronic check,21.11,551.15,46,Basic,1,0.8119230769230769,0,0,2,3,0.0,2,0,1.0443391757460918,0,0,0.7819,Churn,94,High,1,Risky,Offer a free month when the customer upgrades to an annual contract. Highlight the 10 % effective discount vs month-to-month pricing.
1,0,1,1,20,0,No phone service,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Credit card (automatic),80.68,1610.71,37,Premium,0,3.8419047619047624,1,1,2,0,0.0,1,2,0.9982089737233515,1,0,0.7394,Churn,92,High,2,Inactive,Offer a free month when the customer upgrades to an annual contract. Highlight the 10 % effective discount vs month-to-month pricing.
0,0,0,0,7,1,Yes,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,0,Mailed check,70.81,523.27,50,Standard,1,8.85125,4,1,2,2,15.0,1,2,1.0556822079205923,1,1,0.4585,No Churn,40,Medium,2,Inactive,Offer a free month when the customer upgrades to an annual contract. Highlight the 10 % effective discount vs month-to-month pricing.
0,0,1,0,3,1,No,DSL,No,No,No,No,No,Yes,Month-to-month,0,Mailed check,55.61,190.2,61,Standard,1,13.9025,1,0,2,2,0.0,0,1,1.1400827189354432,1,0,0.5731,Churn,68,Medium,1,Risky,Assign a dedicated Customer Success Manager for the first 90 days. Schedule a weekly check-in call and send a personalised onboarding kit.
1,0,1,0,17,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Bank transfer (automatic),22.71,410.9,1,Basic,0,1.2616666666666667,0,0,1,0,0.0,1,0,1.0643147615717357,0,0,0.1166,No Churn,2,Low,3,Premium,No action required.
0,0,1,0,37,1,Yes,Fiber optic,No,No,No,No,No,No,One year,0,Electronic check,82.53,3051.24,2,Premium,1,2.171842105263158,1,1,1,3,9.0,2,2,0.999223869452877,0,0,0.373,No Churn,22,Medium,3,Premium,Apply a 15 % loyalty discount for the next 3 billing cycles. Bundle with complimentary device protection to increase perceived value.
1,0,0,1,35,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Mailed check,49.81,1755.66,8,Basic,0,1.3836111111111111,0,0,2,2,0.0,2,1,1.0070611179625433,0,0,0.4405,No Churn,36,Medium,3,Premium,Offer a free month when the customer upgrades to an annual contract. Highlight the 10 % effective discount vs month-to-month pricing.
0,0,0,0,13,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Credit card (automatic),34.22,450.07,2,Basic,0,2.4442857142857144,1,0,1,0,9.0,1,0,1.0117115497010294,0,0,0.1481,No Churn,3,Low,3,Premium,No action required.
1,1,0,1,37,1,Yes,DSL,No,No,Yes,No,No,Yes,One year,0,Bank transfer (automatic),71.84,2665.71,15,Standard,0,1.8905263157894738,3,1,1,0,22.5,2,2,1.0028704929874195,1,0,0.1244,No Churn,2,Low,0,Loyal,No action required.
0,0,1,0,37,1,No,Fiber optic,No,No,No,No,Yes,No,Two year,1,Mailed check,75.62,2815.25,7,Standard,0,1.9900000000000002,1,1,0,2,6.5,2,2,1.0061866944966653,1,0,0.2224,No Churn,6,Low,3,Premium,No action required.
1,0,1,1,19,1,No,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,1,Mailed check,72.7,1376.2,20,Standard,0,3.6350000000000002,4,1,2,2,30.0,1,2,0.9963078259610513,1,1,0.4798,No Churn,45,Medium,0,Loyal,Apply a 15 % loyalty discount for the next 3 billing cycles. Bundle with complimentary device protection to increase perceived value.
0,0,0,0,24,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Credit card (automatic),34.05,820.1,24,Basic,0,1.3619999999999999,1,0,2,0,0.0,1,0,1.00354870288791,0,0,0.5511,Churn,63,Medium,1,Risky,Offer a free month when the customer upgrades to an annual contract. Highlight the 10 % effective discount vs month-to-month pricing.
0,0,1,1,71,1,No,DSL,No,Yes,No,No,No,Yes,Two year,1,Bank transfer (automatic),59.59,4244.01,10,Standard,0,0.8276388888888889,2,0,0,0,15.0,3,1,1.0031010023895681,1,0,0.1658,No Churn,3,Low,3,Premium,No action required.
0,0,0,0,49,1,Yes,DSL,No,No,Yes,No,Yes,No,Two year,1,Electronic check,71.28,3522.97,22,Standard,0,1.4256,3,1,0,3,19.0,3,2,1.0086608717561096,1,0,0.303,No Churn,12,Low,0,Loyal,Apply a 15 % loyalty discount for the next 3 billing cycles. Bundle with complimentary device protection to increase perceived value.
1,1,0,1,63,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Mailed check,33.29,2120.43,7,Basic,0,0.52015625,1,0,0,2,6.5,3,0,1.0110429272339756,0,0,0.1344,No Churn,3,Low,3,Premium,No action required.
0,0,0,1,57,1,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,1,Electronic check,109.41,6268.09,25,Premium,0,1.8863793103448274,6,1,1,3,47.5,3,3,1.0050862921859993,1,1,0.4318,No Churn,34,Medium,0,Loyal,Apply a 15 % loyalty discount for the next 3 billing cycles. Bundle with complimentary device protection to increase perceived value.
1,0,0,1,56,1,No,Fiber optic,No,No,No,No,No,No,One year,0,Credit card (automatic),72.54,4098.18,6,Standard,0,1.2726315789473686,0,1,1,0,0.0,3,2,1.0088473354602387,0,0,0.1932,No Churn,4,Low,3,Premium,No action required.
0,0,1,1,33,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Bank transfer (automatic),21.96,1573.92,21,Basic,0,0.6458823529411765,0,0,0,0,0.0,2,0,2.0,0,0,0.1874,No Churn,4,Low,3,Premium,No action required.
0,0,1,0,24,1,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,1,Mailed check,77.51,1856.0,66,Standard,1,3.1004,4,1,2,2,7.0,1,2,0.997720724207629,1,0,0.6018,Churn,73,Medium,2,Inactive,Offer a free month when the customer upgrades to an annual contract. Highlight the 10 % effective discount vs month-to-month pricing.
1,0,0,0,32,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,0,Mailed check,110.95,1573.92,81,Premium,1,3.3621212121212123,6,1,2,2,19.5,2,3,0.44330779630464173,1,1,0.6237,Churn,78,Medium,2,Inactive,Offer a free month when the customer upgrades to an annual contract. Highlight the 10 % effective discount vs month-to-month pricing.
0,1,1,1,36,1,No,DSL,Yes,No,No,No,Yes,No,Two year,1,Credit card (automatic),61.65,2230.33,13,Standard,0,1.6662162162162162,2,0,0,0,13.5,2,1,1.0049247544381363,1,1,0.1647,No Churn,3,Low,3,Premium,No action required.
0,0,0,0,63,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Mailed check,21.01,1351.12,17,Basic,0,0.32828125,0,0,0,2,0.0,3,0,1.0207686438052928,0,0,0.1588,No Churn,3,Low,3,Premium,No action required.
1,0,0,0,7,0,No phone service,DSL,No,No,Yes,Yes,No,No,Month-to-month,0,Bank transfer (automatic),55.74,387.27,59,Standard,1,6.9675,2,0,2,0,0.0,1,1,0.9925419037367368,0,1,0.5762,Churn,68,Medium,2,Inactive,Offer a free month when the customer upgrades to an annual contract. Highlight the 10 % effective discount vs month-to-month pricing.
1,0,1,1,4,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,0,Credit card (automatic),120.0,476.18,46,Premium,1,24.0,7,1,2,0,47.0,0,3,0.9920416666666667,1,1,0.5613,Churn,65,Medium,0,Loyal,Assign a dedicated Customer Success Manager for the first 90 days. Schedule a weekly check-in call and send a personalised onboarding kit.
1,0,0,0,28,0,No phone service,Fiber optic,No,No,No,No,Yes,No,Two year,1,Credit card (automatic),77.37,2209.49,1,Standard,0,2.6679310344827587,1,1,0,0,9.5,2,2,1.0199089717313834,1,0,0.2241,No Churn,6,Low,3,Premium,No action required.
0,0,1,0,18,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,18.0,368.41,31,Basic,1,0.9473684210526315,0,0,2,2,0.0,1,0,1.137067901234568,0,0,0.5757,Churn,68,Medium,1,Risky,Offer a free month when the customer upgrades to an annual contract. Highlight the 10 % effective discount vs month-to-month pricing.
1,0,0,0,53,1,Yes,Fiber optic,No,No,No,No,No,No,One year,1,Bank transfer (automatic),77.81,4162.5,18,Standard,1,1.440925925925926,1,1,1,0,1.0,3,2,1.009352729071541,0,0,0.252,No Churn,8,Low,3,Premium,No action required.
0,0,1,0,19,1,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,1,Electronic check,65.68,1259.52,49,Standard,0,3.2840000000000003,3,0,2,3,5.5,1,2,1.0092954676581831,0,1,0.7559,Churn,93,High,2,Inactive,Offer a free month when the customer upgrades to an annual contract. Highlight the 10 % effective discount vs month-to-month pricing.
1,0,0,0,18,1,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,1,Credit card (automatic),87.85,1602.34,32,Premium,1,4.623684210526315,3,1,2,0,14.0,1,3,1.0133055081262252,0,1,0.6954,Churn,88,High,2,Inactive,Offer a free month when the customer upgrades to an annual contract. Highlight the 10 % effective discount vs month-to-month pricing.
1,0,1,0,58,1,No,DSL,No,Yes,No,No,No,Yes,One year,1,Electronic check,62.96,3661.5,0,Standard,0,1.0671186440677967,2,0,1,3,20.0,3,1,1.0026891732024712,1,0,0.2723,No Churn,9,Low,3,Premium,No action required.
0,1,1,0,45,1,Yes,Fiber optic,No,Yes,No,No,No,No,Two year,0,Bank transfer (automatic),88.31,3971.76,20,Premium,0,1.9197826086956522,2,1,0,0,10.0,2,3,0.9994489110331031,0,0,0.2205,No Churn,6,Low,3,Premium,No action required.
0,0,1,0,13,1,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,0,Mailed check,77.28,1024.07,35,Standard,1,5.5200000000000005,1,1,2,2,0.0,1,2,1.0193402611880873,1,0,0.6233,Churn,77,Medium,2,Inactive,Offer a free month when the customer upgrades to an annual contract. Highlight the 10 % effective discount vs month-to-month pricing.
0,0,1,0,4,1,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,0,Credit card (automatic),92.68,408.8,1,Premium,0,18.536,3,1,2,0,29.5,0,3,1.1027190332326284,1,1,0.5531,Churn,63,Medium,0,Loyal,Assign a dedicated Customer Success Manager for the first 90 days. Schedule a weekly check-in call and send a personalised onboarding kit.
0,0,0,0,19,1,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,0,Electronic check,88.29,1692.49,32,Premium,1,4.4145,3,1,2,3,14.0,1,3,1.0089299020572156,1,0,0.7928,Churn,95,High,2,Inactive,Offer a free month when the customer upgrades to an annual contract. Highlight the 10 % effective discount vs month-to-month pricing.
0,0,1,0,13,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,0,Electronic check,77.63,1027.75,51,Standard,1,5.545,1,1,2,3,0.0,1,2,1.018390986831023,0,0,0.8047,Churn,95,High,2,Inactive,Offer a free month when the customer upgrades to an annual contract. Highlight the 10 % effective discount vs month-to-month pricing.
1,0,1,0,36,1,No,DSL,No,Yes,No,No,No,No,Two year,1,Credit card (automatic),48.83,1773.9,8,Basic,0,1.3197297297297297,1,0,0,0,6.0,2,1,1.0091132500511981,0,0,0.1396,No Churn,3,Low,3,Premium,No action required.
0,0,1,1,20,1,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,0,Mailed check,80.02,1573.92,24,Premium,1,3.8104761904761904,2,1,2,2,8.0,1,2,0.9834541364658836,1,1,0.6361,Churn,80,Medium,2,Inactive,Offer a free month when the customer upgrades to an annual contract. Highlight the 10 % effective discount vs month-to-month pricing.
0,0,1,1,35,1,No,DSL,No,No,No,No,Yes,No,Two year,0,Electronic check,55.67,1974.63,28,Standard,1,1.546388888888889,1,0,0,3,0.0,2,1,1.0134363211783726,1,0,0.2696,No Churn,9,Low,3,Premium,No action required.
1,0,1,1,64,1,Yes,Fiber optic,Yes,No,No,No,Yes,No,Two year,0,Electronic check,90.39,5789.96,1,Premium,0,1.3906153846153846,3,1,0,3,29.5,3,3,1.0008643102113066,1,1,0.3299,No Churn,15,Low,0,Loyal,Apply a 15 % loyalty discount for the next 3 billing cycles. Bundle with complimentary device protection to increase perceived value.
0,0,1,1,5,1,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,1,Credit card (automatic),94.66,497.97,8,Premium,0,15.776666666666666,4,1,2,0,36.0,0,3,1.0521233889710544,1,1,0.6504,Churn,82,High,0,Loyal,Assign a dedicated Customer Success Manager for the first 90 days. Schedule a weekly check-in call and send a personalised onboarding kit.
1,0,0,0,13,1,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,1,Bank transfer (automatic),58.3,758.35,18,Standard,1,4.164285714285714,2,0,2,0,11.0,1,1,1.0005937458767649,0,1,0.5534,Churn,63,Medium,2,Inactive,Offer a free month when the customer upgrades to an annual contract. Highlight the 10 % effective discount vs month-to-month pricing.
1,0,0,0,59,1,No,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,1,Bank transfer (automatic),88.7,5232.58,11,Premium,0,1.4783333333333333,3,1,0,0,24.5,3,3,0.9998624195058566,1,0,0.2591,No Churn,8,Low,0,Loyal,No action required.
1,0,0,1,8,1,No,DSL,No,No,No,No,No,Yes,Month-to-month,1,Credit card (automatic),54.54,445.55,29,Standard,0,6.06,1,0,2,0,0.0,1,1,1.0211541987532087,1,0,0.5837,Churn,70,Medium,1,Risky,Offer a free month when the customer upgrades to an annual contract. Highlight the 10 % effective discount vs month-to-month pricing.
0,0,1,0,54,1,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,0,Credit card (automatic),103.56,5628.49,5,Premium,0,1.8829090909090909,4,1,0,0,37.5,3,3,1.0064821967583653,1,0,0.1786,No Churn,4,Low,0,Loyal,No action required.
0,0,0,1,32,0,No phone service,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,0,Mailed check,92.99,2973.08,70,Premium,1,2.817878787878788,3,1,2,2,0.0,2,3,0.9991262501344231,1,1,0.6985,Churn,88,High,2,Inactive,Offer a free month when the customer upgrades to an annual contract. Highlight the 10 % effective discount vs month-to-month pricing.
1,0,0,0,2,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Electronic check,19.06,42.04,71,Basic,1,6.353333333333333,0,0,2,3,0.0,0,0,1.1028331584470095,0,0,0.7495,Churn,92,High,1,Risky,Assign a dedicated Customer Success Manager for the first 90 days. Schedule a weekly check-in call and send a personalised onboarding kit.
1,0,0,0,35,1,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,1,Bank transfer (automatic),75.48,2683.97,34,Standard,1,2.0966666666666667,1,1,2,0,0.0,2,2,1.0159626012567187,0,0,0.6807,Churn,86,High,2,Inactive,Offer a free month when the customer upgrades to an annual contract. Highlight the 10 % effective discount vs month-to-month pricing.
